no_of_dependents, education, self_employed, income_annum, loan_term, cibil_score, loan_status
3,0,1,7800000.0,14,727.0,0
3,0,1,2100000.0,14,656.0,0
0,1,1,8300000.0,20,643.0,0
2,1,1,4400000.0,4,664.5687938962577,0
2,1,0,2300000.0,16,588.0,0
3,0,1,7700000.0,20,716.9659350525105,0
0,1,1,9300000.0,10,351.0,1
5,1,0,5900000.0,12,702.7195782878842,0
5,1,1,1900000.0,4,442.0,1
0,1,0,6900000.0,20,686.0,0
4,0,1,2100000.0,20,432.0,1
0,1,0,8200000.0,14,766.0,0
4,1,0,7700000.0,6,561.0,0
5,1,0,7700000.0,2,539.0,1
1,0,0,700000.0,6,759.0,0
5,0,0,7100000.0,8,750.0,0
2,0,0,3900000.0,10,373.0,1
1,1,1,5200000.0,10,407.0,1
4,1,0,5500000.0,14,611.0,0
3,0,0,2600000.0,10,783.0,0
0,1,1,7300000.0,18,651.0,0
3,0,0,8700000.0,16,760.0,1
3,0,0,9000000.0,16,793.0,0
4,0,0,5051108.856874555,16,685.0,0
2,1,1,3300000.0,8,806.0,0
1,1,0,6300000.0,12,770.0,0
0,1,0,7000000.0,14,663.0,0
2,0,1,2100000.0,4,592.0,0
3,1,0,7600000.0,18,580.0,0
1,0,0,8200000.0,4,609.0,0
3,1,1,9200000.0,8,380.0,1
3,0,0,3800000.0,20,364.0,1
1,0,0,3200000.0,12,866.0,0
4,1,0,5050335.751322101,10,342.0,1
5,0,0,4700000.0,16,708.8153275646379,0
4,0,1,3800000.0,18,859.0,0
4,0,0,5050352.336527708,20,692.0,0
4,1,1,3200000.0,16,675.0,0
5,0,1,3900000.0,8,681.579633244515,0
1,0,1,3500000.0,10,477.0,1
2,0,0,2200000.0,6,596.0,0
4,1,0,6400000.0,20,400.0,1
3,0,0,9100000.0,2,711.0,0
0,1,1,3300000.0,2,418.0,1
3,0,0,7800000.0,8,517.0,1
0,1,1,6200000.0,6,508.0,1
3,1,1,7000000.0,18,689.0,0
0,0,0,9200000.0,12,455.0,1
5,1,1,7500000.0,6,617.0,0
2,0,0,5300000.0,10,500.0,1
5,1,1,6800000.0,14,382.0,1
1,1,0,7900000.0,18,538.0,1
0,1,1,6200000.0,8,855.0,0
1,0,0,1000000.0,18,614.0,0
2,0,1,7800000.0,10,513.0,1
5,0,1,3000000.0,14,402.0,1
5,0,1,5700000.0,20,819.0,0
4,1,0,6600000.0,12,622.0,0
4,0,1,7100000.0,4,790.0,0
3,0,1,1300000.0,14,808.0,0
2,1,0,5200000.0,18,369.0,1
3,0,0,5600000.0,4,330.0,0
2,0,0,7100000.0,14,857.0,0
2,0,0,5100000.0,8,457.0,1
3,1,1,7600000.0,8,843.0,0
0,0,1,2500000.0,6,463.0,1
3,0,0,6900000.0,16,582.0,0
0,0,0,3100000.0,2,391.0,1
2,0,1,5023087.672638693,20,612.0,0
0,1,1,5800000.0,2,859.0,0
4,1,0,7600000.0,18,779.0,0
5,1,0,700000.0,2,561.0,0
3,0,0,2300000.0,18,420.0,1
3,1,0,1600000.0,8,609.0,0
4,1,0,8100000.0,14,821.0,0
1,0,0,7700000.0,14,603.0,0
4,0,0,1500000.0,10,778.0,0
3,1,0,7400000.0,2,460.0,0
4,1,1,8900000.0,18,363.0,1
0,0,0,2400000.0,16,482.0,1
5,0,0,5600000.0,4,772.0,0
4,0,0,5900000.0,6,745.0,0
1,0,0,1600000.0,2,513.0,1
5,1,0,1100000.0,2,362.0,0
2,0,1,6600000.0,6,740.0,0
3,0,0,8900000.0,10,774.0,0
1,0,1,6400000.0,20,555.0,0
4,1,1,8200000.0,12,588.0,0
1,0,0,5028061.332029849,14,619.0,0
0,0,0,5019496.21667696,18,607.0,0
3,1,1,7100000.0,4,435.0,1
4,1,1,1400000.0,14,835.0,0
1,1,0,7200000.0,14,767.0,0
1,0,1,8400000.0,14,643.0,0
4,1,0,4300000.0,2,669.8159634115666,0
0,1,1,8800000.0,8,343.0,1
4,1,0,4000000.0,8,800.0,0
3,1,1,6900000.0,18,494.0,1
4,0,0,5091940.043703115,14,336.0,1
2,1,0,6900000.0,16,785.0,0
1,1,1,3600000.0,16,732.0,0
2,1,0,1900000.0,12,587.0,0
3,1,1,5029366.641745434,18,471.0,1
2,1,0,1200000.0,8,497.0,1
1,1,0,4985322.259128566,16,784.0,0
2,0,0,6600000.0,18,471.0,1
2,0,0,1500000.0,4,763.0,0
4,1,0,3500000.0,2,655.0,0
3,1,1,4000000.0,4,667.0,0
3,1,0,4100000.0,8,367.0,1
4,0,0,5800000.0,16,436.0,1
4,0,1,8600000.0,12,785.0,0
2,0,0,4500000.0,10,388.0,1
2,0,1,5065810.160334369,8,385.0,1
1,1,1,3200000.0,10,670.0,0
5,0,1,8900000.0,20,481.8181482008579,1
5,1,1,2100000.0,12,651.0,0
1,0,0,7100000.0,16,727.0,0
2,0,1,7800000.0,14,646.0,0
3,1,1,8600000.0,12,700.4502391577189,0
3,0,1,5100000.0,10,477.0,1
5,1,0,600000.0,20,811.0,0
0,0,1,6600000.0,18,377.0,1
0,1,1,4700000.0,18,802.0,0
2,0,1,7700000.0,14,706.6700539144892,0
4,0,1,6400000.0,6,437.0,1
2,0,0,1100000.0,20,615.0,0
2,1,0,8900000.0,20,603.0,0
0,1,1,2100000.0,20,765.0,0
4,1,1,2300000.0,8,469.0,1
3,0,0,8300000.0,16,848.0,0
4,0,0,900000.0,20,470.1921966720281,1
3,1,1,9200000.0,4,716.0,0
3,0,0,5045948.083082476,2,715.0,0
0,1,0,4978270.184469369,12,683.0,0
2,1,1,3200000.0,6,737.0,0
5,1,0,7800000.0,6,728.0,0
1,0,0,8300000.0,18,350.0,1
1,0,1,2100000.0,14,802.0,0
5,1,1,5007178.726316349,4,483.0,0
3,0,1,7700000.0,18,684.0,0
4,0,1,5600000.0,20,692.0,0
0,0,0,8400000.0,4,783.0,0
3,0,1,1300000.0,18,412.0,1
0,1,0,8700000.0,10,447.0,1
0,1,0,2700000.0,14,610.0,0
5,0,1,800000.0,8,687.1623066090958,0
5,0,1,3800000.0,16,606.0,0
5,0,1,700000.0,2,869.0,0
4,0,1,5042109.20421159,2,496.0,0
1,0,1,3200000.0,6,483.0,1
3,0,0,7500000.0,8,741.0,0
2,1,0,3700000.0,4,820.0,0
5,0,0,3300000.0,18,697.0,0
1,0,1,5015279.07763265,20,713.0,0
1,1,0,7100000.0,6,754.0,0
3,1,1,1500000.0,14,837.0,0
0,1,0,3000000.0,2,691.0,0
3,0,1,1900000.0,12,436.0,1
0,1,0,9100000.0,8,426.4380178730335,1
0,1,0,2200000.0,2,333.0,0
0,1,1,8400000.0,14,455.0,1
1,0,1,5017170.378499767,10,787.0,0
2,0,1,5600000.0,16,748.0,0
5,1,1,8200000.0,4,643.0,0
0,1,1,1600000.0,8,867.0,0
3,1,0,1800000.0,20,860.0,0
5,1,1,6500000.0,2,507.0,0
1,0,1,3100000.0,4,666.9627941710139,0
3,1,0,3100000.0,12,820.0,0
4,0,1,5300000.0,4,352.0,1
4,0,0,1100000.0,14,703.8458580161573,0
1,0,1,6000000.0,12,731.0,0
0,0,1,6100000.0,18,645.0,0
3,1,0,4100000.0,10,437.69212342805054,1
5,0,1,7000000.0,12,680.5251387706311,0
0,1,1,8900000.0,6,372.0,1
4,0,0,4800000.0,6,441.0,1
3,0,1,7400000.0,4,348.0,1
0,0,0,5059949.143332096,18,343.0,1
5,0,1,5087722.904658805,16,346.0,1
0,1,1,4500000.0,14,509.0,1
5,0,0,8800000.0,10,560.0,0
3,0,1,3000000.0,6,682.3264621855967,0
5,0,0,1300000.0,20,540.0,1
3,0,0,5000000.0,14,865.0,0
5,0,1,1000000.0,12,446.26055697917,1
0,1,1,3300000.0,20,559.0,0
2,1,0,6500000.0,18,457.0,1
1,1,0,4100000.0,8,780.0,0
1,0,0,9200000.0,10,607.0,0
